Bigram,Frequency
"('evidence', 'exonerating')",1
"('exonerating', 'the')",1
"('the', 'weary')",1
"('weary', 'soldiers')",1
"('soldiers', 'and')",1
"('and', 'expose')",1
"('expose', 'the')",1
"('the', 'real')",1
"('real', 'traitor')",1
"('traitor', ',')",1
"('Gallian', 'General')",1
"('General', 'that')",1
"('that', 'had')",3
"('had', 'accused')",1
"('accused', 'Kurt')",1
"('Kurt', 'of')",1
"('of', 'Treason')",1
"('Treason', '.')",1
"('<s>', 'Partly')",1
"('Partly', 'due')",1
"('due', 'to')",21
"('to', 'these')",4
"('these', 'events')",1
"('events', ',')",4
"('and', 'partly')",1
"('partly', 'due')",1
"('the', 'major')",8
"('major', 'losses')",1
"('losses', 'in')",1
"('in', 'manpower')",1
"('manpower', 'Gallia')",1
"('Gallia', 'suffers')",1
"('suffers', 'towards')",1
"('towards', 'the')",3
"('the', 'end')",17
"('end', 'of')",21
"('war', 'with')",2
"('the', 'Empire')",3
"('Empire', ',')",2
"('Nameless', 'are')",1
"('are', 'offered')",1
"('offered', 'a')",2
"('a', 'formal')",2
"('formal', 'position')",1
"('position', 'as')",2
"('a', 'squad')",1
"('squad', 'in')",1
"('Army', 'rather')",1
"('rather', 'than')",6
"('than', 'serve')",1
"('serve', 'as')",4
"('as', 'an')",15
"('an', 'anonymous')",1
"('anonymous', 'shadow')",1
"('shadow', 'force')",1
"('force', '.')",3
"('This', 'is')",3
"('is', 'short')",2
"('short', '@')",2
"('@', 'lived')",3
"('lived', ',')",2
"(',', 'however')",11
"('however', ',')",14
"(',', 'as')",50
"('as', 'following')",1
"('following', 'Maximilian')",1
"('Maximilian', ""'s"")",1
"(""'s"", 'defeat')",1
"('defeat', ',')",1
"('Dahau', 'and')",2
"('and', 'Calamity')",1
"('Raven', 'move')",1
"('to', 'activate')",1
"('activate', 'an')",1
"('an', 'ancient')",2
"('ancient', 'Valkyrian')",1
"('Valkyrian', 'super')",1
"('super', 'weapon')",1
"('weapon', 'within')",1
"('within', 'the')",13
"(',', 'kept')",1
"('kept', 'secret')",1
"('secret', 'by')",1
"('their', 'benefactor')",1
"('benefactor', '.')",1
"('<s>', 'Without')",1
"('Without', 'the')",1
"('the', 'support')",2
"('support', 'of')",2
"('of', 'Maximilian')",1
"('Maximilian', 'or')",1
"('or', 'the')",6
"('the', 'chance')",1
"('chance', 'to')",5
"('to', 'prove')",2
"('prove', 'themselves')",1
"('themselves', 'in')",2
"('with', 'Gallia')",1
"('Gallia', ',')",1
"('is', 'Dahau')",1
"('Dahau', ""'s"")",1
"(""'s"", 'last')",1
"('last', 'trump')",1
"('trump', 'card')",1
"('card', 'in')",1
"('in', 'creating')",1
"('creating', 'a')",2
"('a', 'new')",7
"('new', 'Darcsen')",1
"('Darcsen', 'nation')",1
"('nation', '.')",2
"('As', 'an')",2
"('an', 'armed')",2
"('armed', 'Gallian')",1
"('Gallian', 'force')",1
"('force', 'invading')",1
"('invading', 'the')",1
"('Empire', 'just')",1
"('just', 'following')",1
"('following', 'the')",6
"('the', 'two')",12
"('two', 'nations')",1
"('nations', ""'"")",1
"(""'"", 'cease')",1
"('cease', '@')",1
"('@', 'fire')",3
"('fire', 'would')",1
"('would', 'certainly')",1
"('certainly', 'wreck')",1
"('wreck', 'their')",1
"('their', 'newfound')",1
"('newfound', 'peace')",1
"('peace', ',')",1
"(',', 'Kurt')",1
"('Kurt', 'decides')",1
"('decides', 'to')",1
"('to', 'once')",1
"('once', 'again')",1
"('again', 'make')",1
"('make', 'his')",2
"('his', 'squad')",1
"('squad', 'the')",1
"('Nameless', ',')",1
"(',', 'asking')",1
"('asking', 'Crowe')",1
"('Crowe', 'to')",1
"('to', 'list')",1
"('list', 'himself')",1
"('himself', 'and')",2
"('and', 'all')",5
"('all', 'under')",1
"('under', 'his')",3
"('his', 'command')",1
"('command', 'as')",1
"('as', 'killed')",1
"('killed', '@')",1
"('@', 'in')",2
"('in', '@')",1
"('@', 'action')",1
"('action', '.')",3
"('<s>', 'Now')",1
"('Now', 'owing')",1
"('owing', 'allegiance')",1
"('allegiance', 'to')",1
"('to', 'none')",1
"('none', 'other')",1
"('other', 'than')",9
"('than', 'themselves')",1
"('themselves', ',')",1
"('422nd', 'confronts')",1
"('confronts', 'Dahau')",1
"('and', 'destroys')",1
"('destroys', 'the')",1
"('the', 'Valkyrian')",1
"('Valkyrian', 'weapon')",1
"('Each', 'member')",1
"('member', 'then')",1
"('then', 'goes')",1
"('goes', 'their')",1
"('their', 'separate')",1
"('separate', 'ways')",1
"('ways', 'in')",1
"('to', 'begin')",3
"('begin', 'their')",1
"('their', 'lives')",3
"('lives', 'anew')",1
"('anew', '.')",1
"('=', 'Development')",1
"('Development', '=')",1
"('=', 'Concept')",1
"('Concept', 'work')",1
"('work', 'for')",1
"('for', 'Valkyria')",3
"('III', 'began')",1
"('began', 'after')",1
"('after', 'development')",1
"('development', 'finished')",1
"('finished', 'on')",1
"('II', 'in')",2
"('in', 'early')",4
"('early', '2010')",1
"('with', 'full')",1
"('full', 'development')",1
"('development', 'beginning')",1
"('beginning', 'shortly')",1
"('shortly', 'after')",1
"('after', 'this')",2
"('this', '.')",1
"('The', 'director')",1
"('director', 'of')",1
"(',', 'Takeshi')",1
"('Ozawa', ',')",1
"(',', 'returned')",1
"('returned', 'to')",9
"('to', 'that')",4
"('that', 'role')",1
"('role', 'for')",2
"('III', '.')",1
"('<s>', 'Development')",1
"('Development', 'work')",1
"('work', 'took')",1
"('took', 'approximately')",1
"('approximately', 'one')",1
"('one', 'year')",2
"('the', 'release')",2
"('release', 'of')",4
"('the', 'staff')",1
"('staff', 'took')",1
"('took', 'a')",3
"('a', 'look')",1
"('look', 'at')",1
"('at', 'both')",1
"('both', 'the')",3
"('the', 'popular')",1
"('popular', 'response')",1
"('response', 'for')",1
"('and', 'what')",1
"('what', 'they')",1
"('they', 'wanted')",1
"('wanted', 'to')",3
"('to', 'do')",7
"('do', 'next')",1
"('next', 'for')",1
"('<s>', 'Like')",2
"('Like', 'its')",1
"('its', 'predecessor')",2
"('predecessor', ',')",1
"('was', 'developed')",2
"('developed', 'for')",1
"('for', 'PlayStation')",1
"('Portable', ':')",1
"(':', 'this')",1
"('this', 'was')",5
"('was', 'due')",4
"('the', 'team')",27
"('team', 'wanting')",1
"('wanting', 'to')",1
"('to', 'refine')",1
"('refine', 'the')",1
"('the', 'mechanics')",1
"('mechanics', 'created')",1
"('created', 'for')",3
"('and', 'they')",4
"('they', 'had')",4
"('had', 'not')",5
"('not', 'come')",1
"('come', 'up')",1
"('up', 'with')",3
"('``', 'revolutionary')",1
"('revolutionary', '``')",1
"('``', 'idea')",1
"('idea', 'that')",3
"('would', 'warrant')",1
"('warrant', 'a')",1
"('new', 'entry')",1
"('entry', 'for')",1
"('PlayStation', '3')",1
"('3', '.')",1
"('<s>', 'Speaking')",1
"('Speaking', 'in')",1
"('in', 'an')",12
"('an', 'interview')",3
"('interview', ',')",4
"('it', 'was')",33
"('was', 'stated')",1
"('stated', 'that')",18
"('development', 'team')",2
"('team', 'considered')",1
"('considered', 'Valkyria')",1
"('III', 'to')",1
"('to', 'be')",72
"('be', 'the')",9
"('series', ""'"")",2
"(""'"", 'first')",3
"('first', 'true')",1
"('true', 'sequel')",1
"('sequel', ':')",1
"(':', 'while')",1
"('while', 'Valkyria')",1
"('II', 'had')",1
"('had', 'required')",1
"('required', 'a')",1
"('large', 'amount')",1
"('amount', 'of')",4
"('of', 'trial')",1
"('trial', 'and')",1
"('and', 'error')",1
"('error', 'during')",1
"('during', 'development')",2
"('development', 'due')",1
"('the', 'platform')",1
"('platform', 'move')",1
"('move', ',')",1
"('game', 'gave')",1
"('gave', 'them')",1
"('them', 'a')",1
"('a', 'chance')",3
"('to', 'improve')",2
"('improve', 'upon')",1
"('upon', 'the')",3
"('the', 'best')",5
"('best', 'parts')",1
"('parts', 'of')",4
"('II', 'due')",1
"('to', 'being')",1
"('being', 'on')",1
"('same', 'platform')",1
"('platform', '.')",1
"('<s>', 'In')",130
"('In', 'addition')",10
"('addition', 'to')",10
"('to', 'Sega')",2
"('Sega', 'staff')",1
"('staff', 'from')",2
"('the', 'previous')",6
"('previous', 'games')",5
"(',', 'development')",1
"('development', 'work')",1
"('work', 'was')",2
"('also', 'handled')",1
"('handled', 'by')",1
"('by', 'Media.Vision')",1
"('Media.Vision', '.')",1
"('The', 'original')",4
"('original', 'scenario')",1
"('scenario', 'was')",1
"('was', 'written')",4
"('written', 'Kazuki')",1
"('Kazuki', 'Yamanobe')",1
"('Yamanobe', ',')",1
"('while', 'the')",8
"('script', 'was')",1
"('written', 'by')",6
"('by', 'Hiroyuki')",1
"('Hiroyuki', 'Fujii')",1
"('Fujii', ',')",1
"(',', 'Koichi')",1
"('Koichi', 'Majima')",1
"('Majima', ',')",1
"(',', 'Kishiko')",1
"('Kishiko', 'Miyagi')",1
"('Miyagi', ',')",1
"(',', 'Seiki')",1
"('Seiki', 'Nagakawa')",1
"('Nagakawa', 'and')",1
"('and', 'Takayuki')",1
"('Takayuki', 'Shouji')",1
"('Shouji', '.')",1
"('<s>', 'Its')",9
"('Its', 'story')",1
"('story', 'was')",1
"('was', 'darker')",1
"('darker', 'and')",1
"('and', 'more')",5
"('more', 'somber')",1
"('somber', 'than')",1
"('than', 'that')",2
"('that', 'of')",3
"('of', 'its')",14
"('predecessor', '.')",1
"('The', 'majority')",5
"('majority', 'of')",10
"('of', 'material')",2
"('material', 'created')",1
"('for', 'previous')",1
"('as', 'the')",61
"('the', 'BLiTZ')",1
"('BLiTZ', 'system')",1
"('system', 'and')",1
"('and', 'the')",125
"('the', 'design')",6
"('design', 'of')",1
"('of', 'maps')",1
"('maps', ',')",4
"(',', 'was')",28
"('was', 'carried')",4
"('over', '.')",2
"('Alongside', 'this')",1
"('this', ',')",3
"(',', 'improvements')",1
"('improvements', 'were')",1
"('were', 'made')",2
"('made', 'to')",3
"(""'s"", 'graphics')",1
"('graphics', 'and')",1
"('and', 'some')",6
"('some', 'elements')",1
"('elements', 'were')",1
"('were', 'expanded')",2
"('expanded', ',')",2
"('as', 'map')",1
"('map', 'layouts')",1
"('layouts', ',')",1
"(',', 'mission')",1
"('mission', 'structure')",1
"('structure', ',')",1
"('the', 'number')",10
"('number', 'of')",26
"('of', 'playable')",1
"('playable', 'units')",1
"('units', 'per')",1
"('per', 'mission')",1
"('A', 'part')",1
"('part', 'of')",28
"('of', 'this')",16
"('this', 'upgrade')",1
"('upgrade', 'involved')",1
"('involved', 'creating')",1
"('creating', 'unique')",1
"('unique', 'polygon')",1
"('polygon', 'models')",1
"('models', 'for')",1
"('for', 'each')",4
"('character', ""'s"")",1
"(""'s"", 'body')",1
"('body', '.')",2
"('In', 'order')",5
"('to', 'achieve')",1
"('achieve', 'this')",1
"('the', 'cooperative')",1
"('cooperative', 'elements')",1
"('elements', 'incorporated')",1
"('incorporated', 'into')",2
"('the', 'second')",12
"('second', 'game')",2
"('game', 'were')",1
"('were', 'removed')",1
"('removed', ',')",1
"('they', 'took')",1
"('took', 'up')",1
"('up', 'a')",3
"('of', 'memory')",1
"('memory', 'space')",1
"('space', 'needed')",1
"('needed', 'for')",1
"('the', 'improvements')",2
"('improvements', '.')",1
"('They', 'also')",2
"('also', 'adjusted')",1
"('adjusted', 'the')",2
"('the', 'difficulty')",1
"('difficulty', 'settings')",1
"('settings', 'and')",1
"('and', 'ease')",1
"('ease', 'of')",2
"('of', 'play')",1
"('play', 'so')",1
"('so', 'they')",4
"('they', 'could')",6
"('could', 'appeal')",1
"('appeal', 'to')",1
"('to', 'new')",1
"('new', 'players')",1
"('players', 'while')",1
"('while', 'retaining')",1
"('retaining', 'the')",1
"('the', 'essential')",1
"('essential', 'components')",1
"('components', 'of')",2
"(""'"", 'gameplay')",1
"('gameplay', '.')",2
"('The', 'newer')",1
"('newer', 'systems')",1
"('systems', 'were')",1
"('were', 'decided')",1
"('decided', 'upon')",1
"('upon', 'early')",1
"('early', 'in')",3
"('in', 'development')",1
"('development', '.')",2
"('The', 'character')",1
"('character', 'designs')",1
"('designs', 'were')",1
"('were', 'done')",1
"('done', 'by')",1
"('by', 'Raita')",1
"('Honjou', ',')",1
"('had', 'worked')",2
"('worked', 'on')",3
"('previous', 'Valkyria')",3
"('games', '.')",10
"('<s>', 'When')",12
"('When', 'creating')",1
"('creating', 'the')",2
"('Nameless', 'Squad')",1
"('Squad', ',')",1
"(',', 'Honjou')",1
"('Honjou', 'was')",1
"('was', 'faced')",1
"('faced', 'with')",2
"('same', 'problem')",1
"('problem', 'he')",1
"('he', 'had')",13
"('had', 'had')",1
"('had', 'during')",1
"('game', ':')",1
"(':', 'the')",4
"('the', 'military')",4
"('military', 'uniforms')",1
"('uniforms', 'essentially')",1
"('essentially', 'destroyed')",1
"('destroyed', 'character')",1
"('character', 'individuality')",1
"('individuality', ',')",1
"(',', 'despite')",4
"('despite', 'him')",1
"('him', 'needing')",1
"('needing', 'to')",1
"('to', 'create')",4
"('create', 'unique')",1
"('unique', 'characters')",1
"('characters', 'the')",1
"('player', 'could')",1
"('could', 'identify')",1
"('identify', 'while')",1
"('while', 'maintaining')",1
"('maintaining', 'a')",2
"('a', 'sense')",3
"('sense', 'of')",4
"('of', 'reality')",1
"('reality', 'within')",1
"('Chronicles', 'world')",1
"('world', '.')",9
"('The', 'main')",4
"('main', 'color')",1
"('color', 'of')",2
"('Nameless', 'was')",1
"('was', 'black')",1
"('black', '.')",1
"('Valkyria', 'games')",1
"('III', 'used')",1
"('used', 'the')",2
"('the', 'CANVAS')",1
"('CANVAS', 'graphics')",1
"('graphics', 'engine')",1
"('engine', '.')",1
"('The', 'anime')",4
"('anime', 'opening')",1
"('opening', 'was')",1
"('was', 'produced')",1
"('produced', 'by')",5
"('by', 'Production')",1
"('Production', 'I.G')",1
"('I.G', '.')",1
"('=', 'Music')",3
"('Music', '=')",1
"('The', 'music')",1
"('music', 'was')",1
"('was', 'composed')",1
"('composed', 'by')",1
"('by', 'Hitoshi')",1
"('Sakimoto', ',')",1
"('had', 'also')",2
"('also', 'worked')",1
"('When', 'he')",1
"('he', 'originally')",1
"('originally', 'heard')",1
"('heard', 'about')",1
"('about', 'the')",10
"('the', 'project')",3
"('project', ',')",1
"(',', 'he')",23
"('he', 'thought')",1
"('thought', 'it')",1
"('it', 'would')",7
"('would', 'be')",23
"('be', 'a')",9
"('a', 'light')",1
"('light', 'tone')",1
"('tone', 'similar')",2
"('similar', 'to')",4
"('to', 'other')",3
"('other', 'Valkyria')",1
"('but', 'found')",1
"('found', 'the')",2
"('the', 'themes')",1
"('themes', 'much')",1
"('much', 'darker')",1
"('darker', 'than')",1
"('than', 'expected')",1
"('expected', '.')",1
"('<s>', 'An')",9
"('An', 'early')",1
"('early', 'theme')",1
"('theme', 'he')",1
"('he', 'designed')",1
"('designed', 'around')",2
"('around', 'his')",1
"('his', 'original')",1
"('original', 'vision')",1
"('vision', 'of')",3
"('project', 'was')",1
"('was', 'rejected')",1
"('rejected', '.')",1
"('<s>', 'He')",61
"('He', 'redid')",1
"('redid', 'the')",1
"('main', 'theme')",4
"('theme', 'about')",1
"('about', 'seven')",1
"('seven', 'times')",1
"('times', 'through')",1
"('through', 'the')",14
"('the', 'music')",2
"('music', 'production')",1
"('production', 'due')",1
"('to', 'this')",6
"('this', 'need')",1
"('need', 'to')",5
"('to', 'reassess')",1
"('reassess', 'the')",1
"('was', 'initially')",2
"('initially', 'recorded')",1
"('recorded', 'using')",1
"('using', 'orchestra')",1
"('orchestra', ',')",1
"(',', 'then')",7
"('then', 'Sakimoto')",1
"('Sakimoto', 'removed')",1
"('removed', 'elements')",1
"('elements', 'such')",1
"('the', 'guitar')",3
"('guitar', 'and')",1
"('and', 'bass')",1
"('bass', ',')",4
"('then', 'adjusted')",1
"('the', 'theme')",2
"('theme', 'using')",1
"('a', 'synthesizer')",1
"('synthesizer', 'before')",1
"('before', 'redoing')",1
"('redoing', 'segments')",1
"('segments', 'such')",1
"('guitar', 'piece')",1
"('piece', 'on')",1
"('on', 'their')",5
"('own', 'before')",1
"('before', 'incorporating')",1
"('incorporating', 'them')",1
"('them', 'into')",1
"('theme', '.')",1
"('The', 'rejected')",1
"('rejected', 'main')",1
"('was', 'used')",5
"('used', 'as')",5
"('a', 'hopeful')",1
"('hopeful', 'tune')",1
"('tune', 'that')",1
"('that', 'played')",1
"('played', 'during')",1
"(""'s"", 'ending')",1
"('ending', '.')",1
"('The', 'battle')",2
"('battle', 'themes')",1
"('themes', 'were')",1
"('were', 'designed')",2
"('a', '``')",18
"('``', 'modern')",1
"('modern', 'battle')",1
"('battle', '``')",1
"('``', 'divorced')",1
"('divorced', 'from')",1
"('from', 'a')",8
"('a', 'fantasy')",1
"('fantasy', 'scenario')",1
"('scenario', 'by')",1
"('by', 'using')",1
"('using', 'modern')",1
"('modern', 'musical')",1
"('musical', 'instruments')",1
"('instruments', ',')",1
"(',', 'constructed')",1
"('constructed', 'to')",2
"('create', 'a')",1
"('of', 'atonality')",1
"('atonality', '.')",1
"('While', 'Sakimoto')",1
"('Sakimoto', 'was')",1
"('was', 'most')",1
"('most', 'used')",1
"('to', 'working')",1
"('working', 'with')",2
"('with', 'synthesized')",1
"('synthesized', 'music')",1
"('music', ',')",1
"('he', 'felt')",4
"('felt', 'that')",11
"('he', 'needed')",1
"('needed', 'to')",2
"('to', 'incorporate')",1
"('incorporate', 'live')",1
"('live', 'instruments')",1
"('instruments', 'such')",1
"('as', 'orchestra')",1
"('orchestra', 'and')",1
"('and', 'guitar')",1
"('guitar', '.')",1
"('The', 'guitar')",1
"('guitar', 'was')",1
"('was', 'played')",1
"('played', 'by')",4
"('by', 'Mitsuhiro')",1
"('Mitsuhiro', 'Ohta')",1
"('Ohta', ',')",1
"('who', 'also')",2
"('also', 'arranged')",1
"('arranged', 'several')",1
"('several', 'of')",2
"('the', 'later')",1
"('later', 'tracks')",1
"('tracks', '.')",1
"('theme', 'song')",1
"('song', ',')",1
"(',', '``')",39
"('``', 'If')",1
"('If', 'You')",1
"('You', 'Wish')",1
"('Wish', 'for')",1
"('for', '...')",1
"('...', '``')",1
"('``', '(')",10
"('(', 'もしも君が願うのなら')",1
"('もしも君が願うのなら', ',')",1
"(',', 'Moshimo')",1
"('Moshimo', 'Kimi')",1
"('Kimi', 'ga')",1
"('ga', 'Negauno')",1
"('Negauno', 'Nara')",1
"('Nara', ')')",1
"('by', 'Japanese')",3
"('Japanese', 'singer')",2
"('singer', 'May')",1
"('Its', 'theme')",1
"('was', 'the')",48
"('the', 'reason')",1
"('reason', 'soldiers')",1
"('soldiers', 'fought')",1
"('fought', ',')",1
"(',', 'in')",38
"('in', 'particular')",3
"('particular', 'their')",1
"('their', 'wish')",1
"('wish', 'to')",2
"('protect', 'what')",1
"('what', 'was')",2
"('was', 'precious')",1
"('precious', 'to')",1
"('them', 'rather')",1
"('than', 'a')",6
"('of', 'responsibility')",1
"('responsibility', 'or')",1
"('or', 'duty')",1
"('duty', '.')",1
"('Its', 'lyrics')",1
"('lyrics', 'were')",2
"('were', 'written')",3
"('by', 'Seiko')",1
"('Seiko', 'Fujibayashi')",1
"('Fujibayashi', ',')",1
"('on', 'May')",11
"(""'n"", 'on')",1
"('on', 'previous')",3
"('previous', 'singles')",1
"('singles', '.')",1
"('=', 'Release')",1
"('Release', '=')",1
"('=', 'In')",20
"('In', 'September')",1
"('September', '2010')",1
"('a', 'teaser')",1
"('teaser', 'website')",1
"('website', 'was')",1
"('was', 'revealed')",1
"('revealed', 'by')",1
"('Sega', ',')",2
"(',', 'hinting')",1
"('hinting', 'at')",1
"('at', 'a')",13
"('new', 'Valkyria')",1
"('Chronicles', 'game')",1
"('In', 'its')",3
"('its', 'September')",1
"('September', 'issue')",1
"('issue', ',')",1
"(',', 'Famitsu')",1
"('Famitsu', 'listed')",1
"('listed', 'that')",1
"('that', 'Senjō')",1
"('3', 'would')",1
"('be', 'arriving')",1
"('arriving', 'on')",1
"('Its', 'first')",1
"('first', 'public')",2
"('public', 'appearance')",1
"('appearance', 'was')",1
"('was', 'at')",3
"('the', '2010')",3
"('2010', 'Tokyo')",1
"('Tokyo', 'Game')",1
"('Game', 'Show')",1
"('Show', '(')",1
"('(', 'TGS')",1
"('TGS', ')')",1
"('where', 'a')",2
"('a', 'demo')",1
"('demo', 'was')",1
"('was', 'made')",5
"('made', 'available')",2
"('available', 'for')",3
"('for', 'journalists')",1
"('journalists', 'and')",1
"('and', 'attendees')",1
"('attendees', '.')",1
"('During', 'the')",10
"('the', 'publicity')",1
"('publicity', ',')",1
"(',', 'story')",1
"('story', 'details')",1
"('details', 'were')",2
"('were', 'kept')",2
"('kept', 'scant')",1
"('scant', 'so')",1
"('so', 'as')",1
"('as', 'not')",1
"('not', 'to')",5
"('to', 'spoil')",1
"('spoil', 'too')",1
"('too', 'much')",2
"('much', 'for')",1
"('for', 'potential')",1
"('potential', 'players')",1
"('players', ',')",4
"('with', 'some')",2
"('its', 'content')",1
"('content', 'still')",1
"('still', 'being')",1
"('being', 'in')",1
